
07-04 18:16:58.594  4822  4854 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 18:17:22.337  4822  4854 I Unity   : [STATISTIC]1970;11521667;0;11521250;2050367488;16084992;4464042995;0;0;0;0;160208;0;0;0;0;27;0.01152958;
07-04 18:17:22.350  4822  4854 I Unity   : [STATISTIC]1971;15343490;0;15343020;2050367488;16084992;4464042995;20573;95833;82343;0;164010;402448;1814375;0;0;27;0.01535531;
07-04 18:17:22.366  4822  4854 I Unity   : [STATISTIC]1972;14875104;0;14874739;2052632576;16084992;4464072383;17864;75573;61823;371146;361251;238021;1662344;48282;0;27;0.01488302;
07-04 18:17:22.378  4822  4854 I Unity   : [STATISTIC]1973;13631719;0;13631302;2052632576;16084992;4464072383;15625;115885;63438;0;162708;143750;1551146;0;0;27;0.01364239;
07-04 18:17:22.393  4822  4854 I Unity   : [STATISTIC]1974;12640573;0;12640052;2052632576;16084992;4464072383;22605;111407;207396;0;313907;161875;1680468;0;0;27;0.01264891;
07-04 18:17:22.407  4822  4854 I Unity   : [STATISTIC]1975;16966146;0;16965833;2052632576;16084992;4464072383;29219;112500;134687;0;141771;300521;2323022;0;0;27;0.01697474;
07-04 18:17:22.421  4822  4854 I Unity   : [STATISTIC]1976;13738073;0;13737709;2054766592;16084992;4464084671;16771;85157;65573;273334;299738;198542;1546510;53229;0;27;0.01374781;
07-04 18:17:22.435  4822  4854 I Unity   : [STATISTIC]1977;10391771;0;10391093;2054766592;16084992;4464088767;0;0;0;0;114948;0;0;0;0;27;0.0104225;
07-04 18:17:22.448  4822  4854 I Unity   : [STATISTIC]1978;15900989;0;15900469;2055098368;16084992;4464103231;26458;97604;108594;0;194531;221927;1642239;0;0;27;0.01591547;
07-04 18:17:22.462  4822  4854 I Unity   : [STATISTIC]1979;12515833;0;12515521;2055098368;16084992;4464117695;19739;89375;77239;0;295471;301771;1705155;0;0;27;0.01252625;
07-04 18:17:22.476  4822  4854 I Unity   : [STATISTIC]1980;14213750;0;14213386;2055098368;16084992;4464117695;16615;208125;71250;0;160573;150989;1690260;0;0;27;0.01422182;
07-04 18:17:22.490  4822  4854 I Unity   : [STATISTIC]1981;16116666;0;16116302;2057502720;16084992;4464134079;19011;79167;83541;337969;280782;130573;1630365;52761;0;27;0.01612714;
07-04 18:17:22.504  4822  4854 I Unity   : [STATISTIC]1982;12107813;0;12107136;2057502720;16084992;4464134079;16771;89375;68333;0;107136;182135;1544219;0;0;27;0.01211839;
07-04 18:17:22.517  4822  4854 I Unity   : [STATISTIC]1983;14132552;0;14132083;2059603968;16084992;4480927679;0;0;0;166614;295834;0;0;78126;0;27;0.01414266;
07-04 18:17:22.531  4822  4854 I Unity   : [STATISTIC]1984;12557812;0;12557292;2060668928;16084992;4480942207;20261;81146;81980;0;230781;197917;1672084;0;0;27;0.0125676;
07-04 18:17:22.545  4822  4854 I Unity   : [STATISTIC]1985;15178698;0;15178229;2061479936;16084992;4480956735;17187;79428;73229;0;317604;145782;1648072;0;0;27;0.01519036;
07-04 18:17:22.559  4822  4854 I Unity   : [STATISTIC]1986;15486875;0;15486354;2063814656;16084992;4480987523;25364;82448;76719;310312;359479;185313;1777812;68957;0;27;0.01549609;
07-04 18:17:22.573  4822  4854 I Unity   : [STATISTIC]1987;11391771;0;11391302;2063814656;16084992;4481002115;53958;201770;73125;0;377501;159583;1657136;0;0;27;0.01140042;
07-04 18:17:22.587  4822  4854 I Unity   : [STATISTIC]1988;14361198;0;14360886;2066210816;16084992;4481033091;0;0;0;281562;269894;0;0;51927;0;27;0.01437213;
07-04 18:17:22.600  4822  4854 I Unity   : [STATISTIC]1989;13431614;0;13431302;2066210816;16084992;4481047747;18750;81094;76771;0;186511;323333;1762864;0;0;27;0.01343917;
07-04 18:17:22.615  4822  4854 I Unity   : [STATISTIC]1990;13360573;0;13360000;2066350080;16084992;4481062403;17760;84270;68177;0;370521;186562;1664896;0;0;27;0.01336948;
07-04 18:17:22.629  4822  4854 I Unity   : [STATISTIC]1991;16581511;0;16580886;2066350080;16084992;4481062403;19010;75417;62448;0;446823;268750;1726667;0;0;27;0.01658448;
07-04 18:17:22.643  4822  4854 I Unity   : [STATISTIC]1992;12721770;0;12721302;2066350080;16084992;4481062403;20781;89896;107916;0;336824;241979;1655728;0;0;27;0.0127438;
07-04 18:17:22.657  4822  4854 I Unity   : [STATISTIC]1993;13884479;0;13884167;2066350080;16084992;4481062403;17553;101979;77812;0;328177;211875;1534479;0;0;27;0.01389708;
07-04 18:17:22.671  4822  4854 I Unity   : [STATISTIC]1994;12494479;0;12494219;2066350080;16084992;4481062403;0;0;0;0;283490;0;0;0;0;27;0.01250005;
07-04 18:17:22.685  4822  4854 I Unity   : [STATISTIC]1995;17270104;0;17269687;2066350080;16084992;4481062403;17604;79219;84375;0;153385;206562;1745573;0;0;27;0.01728578;
07-04 18:17:22.699  4822  4854 I Unity   : [STATISTIC]1996;11383802;0;11383385;2066350080;16084992;4481062403;17656;80416;68021;0;376093;177136;1434166;0;0;27;0.01140052;
07-04 18:17:22.713  4822  4854 I Unity   : [STATISTIC]1997;14110052;0;14109688;2066350080;16084992;4481062403;18854;93281;79635;0;328490;182760;1505521;0;0;27;0.01411917;
07-04 18:17:22.727  4822  4854 I Unity   : [STATISTIC]1998;14263906;0;14263542;2066350080;16084992;4481062403;17552;79114;78594;0;326822;231407;1556874;0;0;27;0.01427224;
07-04 18:17:22.741  4822  4854 I Unity   : [STATISTIC]1999;17682083;0;17681459;2066350080;16084992;4481062403;15937;76302;60938;0;674896;161250;1888385;0;0;27;0.01769359;
07-04 18:17:22.755  4822  4854 I Unity   : [STATISTIC]2000;10127240;0;10126927;2066350080;16084992;4481062403;19167;76979;63750;0;312813;168333;1470157;0;0;27;0.01013432;
07-04 18:17:22.768  4822  4854 I Unity   : [STATISTIC]2001;12593959;0;12593437;2066350080;16084992;4481062403;0;0;0;0;304271;0;0;0;0;27;0.01260609;
07-04 18:17:22.782  4822  4854 I Unity   : [STATISTIC]2002;17314792;0;17314322;2066624512;16084992;4481062403;51511;119271;183646;0;255104;386510;2878073;0;0;27;0.01732594;
07-04 18:17:22.796  4822  4854 I Unity   : [STATISTIC]2003;10905573;0;10905156;2066624512;16084992;4481062403;18072;86146;66250;0;357760;165313;1475834;0;0;27;0.01091385;
07-04 18:17:22.810  4822  4854 I Unity   : [STATISTIC]2004;13897812;0;13897292;2066624512;16084992;4481033603;25416;97865;89010;0;330158;211094;1532915;0;0;27;0.01390687;
07-04 18:17:22.825  4822  4854 I Unity   : [STATISTIC]2005;14449739;0;14449271;2066624512;16084992;4481033603;18698;85468;82239;0;286876;245990;1627605;0;0;27;0.01445865;
07-04 18:17:22.838  4822  4854 I Unity   : [STATISTIC]2006;16291146;0;16290677;2066624512;16084992;4481033603;0;0;0;0;376353;0;0;0;0;27;0.01629937;
07-04 18:17:22.851  4822  4854 I Unity   : [STATISTIC]2007;11908125;0;11907552;2066685952;16084992;4481033603;24375;75104;85625;0;209375;179167;1521093;0;0;27;0.01191396;
07-04 18:17:22.866  4822  4854 I Unity   : [STATISTIC]2008;13136771;0;13136354;2066685952;16084992;4481033603;17813;88646;77917;0;328124;141406;1762709;0;0;27;0.01314891;
07-04 18:17:22.879  4822  4854 I Unity   : [STATISTIC]2009;14527864;0;14527500;2066698240;16084992;4481019203;19010;83698;79896;0;365781;271041;1649479;0;0;27;0.01453781;
07-04 18:17:22.894  4822  4854 I Unity   : [STATISTIC]2010;13965989;0;13965521;2066698240;16084992;4481019203;28385;93803;117969;0;330677;233698;1637605;0;0;27;0.01398161;
07-04 18:17:22.908  4822  4854 I Unity   : [STATISTIC]2011;13738593;0;13738229;2066690048;16084992;4481019203;16719;71927;67709;0;316875;233282;1643385;0;0;27;0.01374948;
07-04 18:17:22.922  4822  4854 I Unity   : [STATISTIC]2012;12108593;0;12108125;2066702336;16084992;4481019203;0;0;0;0;281719;0;0;0;0;27;0.01211807;
07-04 18:17:22.936  4822  4854 I Unity   : [STATISTIC]2013;18266927;0;18266562;2066702336;16084992;4481019203;30365;86093;104895;0;334427;232291;2131876;0;0;27;0.01827474;
07-04 18:17:22.948  4822  4854 I Unity   : [STATISTIC]2014;11618177;0;11617761;2066702336;16084992;4480966655;33750;84791;110052;0;325990;222761;1664166;0;0;27;0.01162875;
07-04 18:17:22.963  4822  4854 I Unity   : [STATISTIC]2015;12163177;0;12162708;2066702336;16084992;4480966655;15469;76719;67395;0;294530;223594;1668905;0;0;27;0.01217172;
07-04 18:17:22.977  4822  4854 I Unity   : [STATISTIC]2016;15115625;0;15115156;2066702336;16084992;4480966655;20417;90521;79010;0;349844;214635;1577448;0;0;27;0.01512661;
07-04 18:17:22.991  4822  4854 I Unity   : [STATISTIC]2017;14242656;0;14242188;2066702336;16084992;4480966655;19895;71511;74636;0;320365;181354;1589947;0;0;27;0.01425224;
07-04 18:17:23.005  4822  4854 I Unity   : [STATISTIC]2018;13738594;0;13738281;2066702336;16084992;4480966655;14739;74635;61823;0;266304;162916;1458802;0;0;27;0.01374958;
07-04 18:17:23.020  4822  4854 I Unity   : [STATISTIC]2019;12455469;0;12455000;2066694144;16084992;4480927675;0;0;0;0;280313;0;0;0;0;27;0.01246396;
07-04 18:17:23.033  4822  4854 I Unity   : [STATISTIC]2020;15533541;0;15533125;2066694144;16084992;4480927675;19375;103750;76615;0;173750;160209;1502969;0;0;27;0.01554396;
07-04 18:17:23.047  4822  4854 I Unity   : [STATISTIC]2021;16237240;0;16236823;2066694144;16084992;4480927675;27865;88073;113021;0;626146;224636;2173073;0;0;27;0.01624646;
07-04 18:17:23.059  4822  4854 I Unity   : [STATISTIC]2022;12000521;0;12000156;2066706432;16084992;4480927675;16511;108802;101979;0;345000;171719;1576771;0;0;27;0.01200865;
07-04 18:17:23.073  4822  4854 I Unity   : [STATISTIC]2023;11772239;0;11771823;2066698240;16084992;4480927675;21511;99323;85677;0;348229;185677;1574844;0;0;27;0.01178026;
07-04 18:17:23.089  4822  4854 I Unity   : [STATISTIC]2024;12351979;0;12351615;2066706432;16084992;4480913019;0;0;0;0;308959;0;0;0;0;27;0.01236292;
07-04 18:17:23.103  4822  4854 I Unity   : [STATISTIC]2025;19542448;0;19542032;2066706432;16084992;4480913019;37500;105521;154427;0;289375;267500;2505261;0;0;27;0.01955005;
07-04 18:17:23.114  4822  4854 I Unity   : [STATISTIC]2026;11886406;0;11885937;2066706432;16084992;4480913019;18177;75417;76042;0;343852;148386;1401146;0;0;27;0.01189526;
07-04 18:17:23.128  4822  4854 I Unity   : [STATISTIC]2027;11182500;0;11181979;2066698240;16084992;4480913019;18490;75364;72813;0;400623;151250;1443072;0;0;27;0.0111949;
07-04 18:17:23.144  4822  4854 I Unity   : [STATISTIC]2028;14876042;0;14875520;2066698240;16084992;4480913019;26302;145104;232552;0;364896;303229;1981042;0;0;27;0.01485313;
07-04 18:17:23.157  4822  4854 I Unity   : [STATISTIC]2029;14987708;0;14987292;2066706432;16084992;4480869179;20261;104948;78907;0;300104;211562;1711406;0;0;27;0.01503172;
07-04 18:17:23.171  4822  4854 I Unity   : [STATISTIC]2030;12928177;0;12927657;2066706432;16084992;4480869179;23542;78021;87240;0;256354;177813;1500885;0;0;27;0.01293807;
07-04 18:17:23.185  4822  4854 I Unity   : [STATISTIC]2031;12804427;0;12804011;2066698240;16084992;4480869179;0;0;0;0;325209;0;0;0;0;27;0.01281422;
07-04 18:17:23.199  4822  4854 I Unity   : [STATISTIC]2032;17331406;0;17331042;2066706432;16084992;4480869179;29114;85156;121875;0;245938;205625;2266198;0;0;27;0.01734198;
07-04 18:17:23.211  4822  4854 I Unity   : [STATISTIC]2033;12099531;0;12099218;2066706432;16084992;4480869179;16666;76823;63855;0;312239;204115;1471146;0;0;27;0.01210651;
07-04 18:17:23.227  4822  4854 I Unity   : [STATISTIC]2034;12299219;0;12298697;2066706432;16084992;4480869179;18646;88959;69896;0;354427;177084;1654064;0;0;27;0.0123099;
07-04 18:17:23.241  4822  4854 I Unity   : [STATISTIC]2035;15534271;0;15533854;2066706432;16084992;4480869179;21354;82187;84792;0;274532;200364;1593333;0;0;27;0.01554792;
07-04 18:17:23.255  4822  4854 I Unity   : [STATISTIC]2036;12608333;0;12607813;2066710528;16084992;4480869179;0;0;0;0;288960;0;0;0;0;27;0.01261677;
07-04 18:17:23.269  4822  4854 I Unity   : [STATISTIC]2037;17482187;0;17481615;2066710528;16084992;4480869179;19948;75573;59427;0;244011;158698;1632395;0;0;27;0.01748406;
07-04 18:17:23.283  4822  4854 I Unity   : [STATISTIC]2038;11427969;0;11427500;2066710528;16084992;4480869179;22812;76042;75730;0;308072;170833;1383594;0;0;27;0.01145677;
07-04 18:17:23.297  4822  4854 I Unity   : [STATISTIC]2039;14269740;0;14269219;2066710528;16084992;4480869179;18958;78645;70677;0;367968;158645;1469271;0;0;27;0.01428078;
07-04 18:17:23.311  4822  4854 I Unity   : [STATISTIC]2040;13967396;0;13967032;2066710528;16084992;4480869179;22240;89375;84271;0;336928;163594;1534739;0;0;27;0.01397698;
07-04 18:17:23.325  4822  4854 I Unity   : [STATISTIC]2041;13826875;0;13826458;2066710528;16084992;4480869179;14740;75156;60417;0;385781;144219;1361666;0;0;27;0.01383672;
07-04 18:17:23.339  4822  4854 I Unity   : [STATISTIC]2042;13832344;0;13832031;2066710528;16084992;4480869179;16458;79375;81822;0;245364;174532;1401667;0;0;27;0.01384255;
07-04 18:17:23.353  4822  4854 I Unity   : [STATISTIC]2043;12593594;0;12593230;2066710528;16084992;4480869179;0;0;0;0;297605;0;0;0;0;27;0.01260182;
07-04 18:17:23.368  4822  4854 I Unity   : [STATISTIC]2044;18844583;0;18844166;2066710528;16084992;4480869179;30729;101094;127396;0;425885;217865;2484011;0;0;27;0.01885312;
07-04 18:17:23.381  4822  4854 I Unity   : [STATISTIC]2045;12001355;0;12000833;2066710528;16084992;4480869179;27292;103177;111771;0;362552;211406;1738541;0;0;27;0.01201036;
07-04 18:17:23.394  4822  4854 I Unity   : [STATISTIC]2046;13334011;0;13333542;2066710528;16084992;4480869179;16562;73073;59895;0;407344;176770;1455469;0;0;27;0.01334255;
07-04 18:17:23.407  4822  4854 I Unity   : [STATISTIC]2047;12716198;0;12715834;2066710528;16084992;4480869179;20000;110573;82240;0;375522;240782;1780209;0;0;27;0.01272599;
07-04 18:17:23.421  4822  4854 I Unity   : [STATISTIC]2048;13326875;0;13326510;2066710528;16084992;4480869179;18489;76823;70886;0;283592;157969;1529376;0;0;27;0.01333573;
07-04 18:17:23.435  4822  4854 I Unity   : [STATISTIC]2049;12100209;0;12099843;2066710528;16084992;4480869179;0;0;0;0;280053;0;0;0;0;27;0.01210698;
07-04 18:17:23.450  4822  4854 I Unity   : [STATISTIC]2050;15679792;0;15679375;2066710528;16084992;4480869179;19219;79270;71875;0;179115;169480;1605833;0;0;27;0.01569599;
07-04 18:17:23.464  4822  4854 I Unity   : [STATISTIC]2051;15155469;0;15155000;2066710528;16084992;4480869179;18438;76823;74688;0;429429;177239;1487085;0;0;27;0.01516479;
07-04 18:17:23.477  4822  4854 I Unity   : [STATISTIC]2052;14013282;0;14012916;2066710528;16084992;4480869179;19740;98698;106198;0;334947;191302;1675208;0;0;27;0.0140212;
07-04 18:17:23.490  4822  4854 I Unity   : [STATISTIC]2053;12814583;0;12814271;2066710528;16084992;4480869179;16562;91145;67084;0;480988;258802;1624583;0;0;27;0.01282792;
07-04 18:17:23.505  4822  4854 I Unity   : [STATISTIC]2054;12917812;0;12917448;2066710528;16084992;4480869179;17812;79896;70938;0;314009;206458;1543280;0;0;27;0.01292594;
07-04 18:17:23.519  4822  4854 I Unity   : [STATISTIC]2055;16424115;0;16423698;2066710528;16084992;4480869179;0;0;0;0;424793;0;0;0;0;27;0.01643281;
07-04 18:17:23.531  4822  4854 I Unity   : [STATISTIC]2056;11606354;0;11605729;2066710528;16084992;4480869179;19843;84895;113906;0;189271;182656;1556145;0;0;27;0.01161495;
07-04 18:17:23.547  4822  4854 I Unity   : [STATISTIC]2057;13427291;0;13426875;2066710528;16084992;4480869179;27605;87969;84219;0;317501;493125;1964740;0;0;27;0.01343552;
07-04 18:17:23.561  4822  4854 I Unity   : [STATISTIC]2058;16148698;0;16148281;2066710528;16084992;4480869179;24739;88542;87448;0;362500;180312;1807083;0;0;27;0.01615922;
07-04 18:17:23.574  4822  4854 I Unity   : [STATISTIC]2059;14417292;0;14416823;2066710528;16084992;4480869179;26094;89427;89739;0;308697;252239;1693333;0;0;27;0.01441818;
07-04 18:17:23.589  4822  4854 I Unity   : [STATISTIC]2060;11246198;0;11245885;2066710528;16084992;4480869179;28386;86198;110833;0;259324;187240;1618803;0;0;27;0.01126859;
07-04 18:17:23.603  4822  4854 I Unity   : [STATISTIC]2061;13551146;0;13550521;2066710528;16084992;4480869179;0;0;0;0;281718;0;0;0;0;27;0.01355917;
07-04 18:17:23.617  4822  4854 I Unity   : [STATISTIC]2062;15545937;0;15545625;2066710528;16084992;4480869179;23646;80208;75885;0;199895;180521;1655000;0;0;27;0.015555;
07-04 18:17:23.631  4822  4854 I Unity   : [STATISTIC]2063;15038646;0;15038334;2066710528;16084992;4480869179;23438;80261;80677;0;330364;244792;1597396;0;0;27;0.01505151;
07-04 18:17:23.644  4822  4854 I Unity   : [STATISTIC]2064;12862709;0;12862343;2066710528;16084992;4480869179;21823;84427;80989;0;380521;182865;1550469;0;0;27;0.01287078;
07-04 18:17:23.659  4822  4854 I Unity   : [STATISTIC]2065;13220989;0;13220625;2066710528;16084992;4480869179;17187;106302;69323;0;314585;162865;1481876;0;0;27;0.01323135;
07-04 18:17:23.672  4822  4854 I Unity   : [STATISTIC]2066;13103906;0;13103489;2066710528;16084992;4480869179;0;0;0;0;261094;0;0;0;0;27;0.01311302;
07-04 18:17:23.686  4822  4854 I Unity   : [STATISTIC]2067;17452500;0;17452083;2066710528;16084992;4480869179;44114;91875;132448;0;291979;272813;2073905;0;0;27;0.01746224;
07-04 18:17:23.700  4822  4854 I Unity   : [STATISTIC]2068;11436667;0;11436354;2066710528;16084992;4480869179;18125;74010;70625;0;362447;160989;1572188;0;0;27;0.01144625;
07-04 18:17:23.714  4822  4854 I Unity   : [STATISTIC]2069;14292343;0;14291771;2066710528;16084992;4480869179;18385;80729;75104;0;343020;181250;1491980;0;0;27;0.01430073;
07-04 18:17:23.728  4822  4854 I Unity   : [STATISTIC]2070;14270261;0;14269948;2066710528;16084992;4480869179;19011;74322;78385;0;419167;192135;1511927;0;0;27;0.01428349;
07-04 18:17:23.742  4822  4854 I Unity   : [STATISTIC]2071;14776458;0;14776042;2066710528;16084992;4480869179;665834;82396;87916;0;334115;332448;2431875;0;0;27;0.01478396;
07-04 18:17:23.755  4822  4854 I Unity   : [STATISTIC]2072;13376198;0;13375729;2067329024;16084992;4480869179;18646;74427;105260;0;313750;210573;2158281;497031;0;27;0.01338792;
07-04 18:17:23.769  4822  4854 I Unity   : [STATISTIC]2073;11146302;0;11145781;2067329024;16084992;4480869179;0;0;0;0;301198;0;0;0;0;27;0.01115511;
07-04 18:17:23.784  4822  4854 I Unity   : [STATISTIC]2074;18071823;0;18071407;2067525632;16084992;4480869179;53073;124218;209687;0;306667;301927;2928801;0;0;27;0.01807312;
07-04 18:17:23.798  4822  4854 I Unity   : [STATISTIC]2075;12047188;0;12046771;2067525632;16084992;4480869179;26510;85364;117968;0;329738;188021;1616823;0;0;27;0.01207542;
07-04 18:17:23.811  4822  4854 I Unity   : [STATISTIC]2076;13426667;0;13426302;2067525632;16084992;4480869179;16771;76614;61458;0;321407;150781;1484063;0;0;27;0.0134349;
07-04 18:17:23.826  4822  4854 I Unity   : [STATISTIC]2077;14106250;0;14105834;2067906560;16084992;4481110635;17240;78072;70677;660833;318645;177500;1457552;0;0;27;0.01411646;
07-04 18:17:23.840  4822  4854 I Unity   : [STATISTIC]2078;14916145;0;14915729;2067963904;16084992;4481110635;17292;81406;75729;0;289896;186823;1623386;0;0;27;0.01492563;
07-04 18:17:23.853  4822  4854 I Unity   : [STATISTIC]2079;12277708;0;12277240;2067963904;16084992;4481110635;0;0;0;0;291823;0;0;0;0;27;0.01228255;
07-04 18:17:23.868  4822  4854 I Unity   : [STATISTIC]2080;14234219;0;14233802;2067963904;16084992;4481110635;16511;76459;68542;0;180677;168437;1444219;0;0;27;0.01425078;
07-04 18:17:23.881  4822  4854 I Unity   : [STATISTIC]2081;14816615;0;14816093;2067963904;16084992;4481110635;18125;85625;82343;0;347969;213594;1602968;0;0;27;0.01482672;
07-04 18:17:23.894  4822  4854 I Unity   : [STATISTIC]2082;14691511;0;14691198;2068021248;16084992;4481110635;19636;74844;78229;0;369739;220833;1753386;0;0;27;0.01470078;
07-04 18:17:23.908  4822  4854 I Unity   : [STATISTIC]2083;12018229;0;12017761;2068021248;16084992;4481110635;22395;96667;81980;249948;382968;124062;1528073;0;0;27;0.01202807;
07-04 18:17:23.923  4822  4854 I Unity   : [STATISTIC]2084;12982084;0;12981614;2068283392;16084992;4481110635;17500;76407;72812;0;253699;200989;1627396;0;0;27;0.01299302;
07-04 18:17:23.937  4822  4854 I Unity   : [STATISTIC]2085;13727604;0;13727136;2068283392;16084992;4481110635;0;0;0;0;279948;0;0;0;0;27;0.01373542;
07-04 18:17:23.951  4822  4854 I Unity   : [STATISTIC]2086;15762187;0;15761719;2068299776;16084992;4481110635;79479;78333;77604;0;197864;153437;1707395;0;0;27;0.01577146;
07-04 18:17:23.964  4822  4854 I Unity   : [STATISTIC]2087;14079219;0;14078750;2068299776;16084992;4481110635;16614;76927;59584;0;326301;161197;1461042;0;0;27;0.01408849;
07-04 18:17:23.977  4822  4854 I Unity   : [STATISTIC]2088;12346614;0;12346146;2068299776;16084992;4481110635;21562;117031;97656;0;303022;186094;1519011;0;0;27;0.01235896;
07-04 18:17:23.992  4822  4854 I Unity   : [STATISTIC]2089;13693229;0;13692865;2068312064;16084992;4481110635;18542;80364;78698;0;349741;145365;1564531;0;0;27;0.01370193;
07-04 18:17:24.006  4822  4854 I Unity   : [STATISTIC]2090;15151927;0;15151563;2068303872;16084992;4481110635;0;0;0;0;361561;0;0;0;0;27;0.0151612;
07-04 18:17:24.019  4822  4854 I Unity   : [STATISTIC]2091;13324323;0;13323854;2068307968;16084992;4481110635;17136;85834;61198;0;156042;207656;1519688;0;0;27;0.01334156;
07-04 18:17:24.034  4822  4854 I Unity   : [STATISTIC]2092;13115729;0;13115313;2068312064;16084992;4481110635;19479;78386;76719;0;317552;191511;1515209;0;0;27;0.01312578;
07-04 18:17:24.047  4822  4854 I Unity   : [STATISTIC]2093;15140990;0;15140520;2068312064;16084992;4481110635;19844;86823;75781;0;351459;157240;1476406;0;0;27;0.01515089;
07-04 18:17:24.061  4822  4854 I Unity   : [STATISTIC]2094;13568333;0;13568021;2068312064;16084992;4481110635;14739;75052;58230;0;360051;155365;1446093;0;0;27;0.01357536;
07-04 18:17:24.076  4822  4854 I Unity   : [STATISTIC]2095;13708958;0;13708542;2068312064;16084992;4481110635;18281;78854;68490;0;337135;180625;1352084;0;0;27;0.01371901;
07-04 18:17:24.090  4822  4854 I Unity   : [STATISTIC]2096;14676250;0;14675833;2068312064;16084992;4497887851;18333;97500;75000;0;279480;185261;1465729;0;0;27;0.01468625;
07-04 18:17:24.103  4822  4854 I Unity   : [STATISTIC]2097;13355833;0;13355417;2068312064;16084992;4497887851;0;0;0;0;122083;0;0;0;0;27;0.01336526;
07-04 18:17:24.116  4822  4854 I Unity   : [STATISTIC]2098;13614532;0;13614219;2068357120;16084992;4497887851;18125;77292;62344;0;196303;167291;1561667;0;0;27;0.013625;
07-04 18:17:24.131  4822  4854 I Unity   : [STATISTIC]2099;12725156;0;12724636;2068365312;16084992;4497887851;16875;75729;70573;0;312658;162604;1310782;0;0;27;0.0127363;
07-04 18:17:24.145  4822  4854 I Unity   : [STATISTIC]2100;16588906;0;16588542;2070679552;16084992;4497887851;18750;78490;77969;170156;282344;179844;1570939;64219;0;27;0.01659911;
07-04 18:17:24.159  4822  4854 I Unity   : [STATISTIC]2101;14533177;0;14531927;2072911872;16084992;4497929631;18802;81770;73958;273594;204115;173281;1518438;58958;0;27;0.01453146;
07-04 18:17:24.171  4822  4854 I Unity   : [STATISTIC]2102;13162344;0;13162031;2072911872;16084992;4497929631;22032;81041;115833;0;183750;249062;1732397;0;0;27;0.01319349;
07-04 18:17:24.185  4822  4854 I Unity   : [STATISTIC]2103;9853958;0;9853490;2072911872;16084992;4497929631;0;0;0;0;264115;0;0;0;0;27;0.009863803;
07-04 18:17:24.201  4822  4854 I Unity   : [STATISTIC]2104;17916198;0;17915729;2072911872;16084992;4497929631;48386;118802;177344;0;301041;241875;2415990;0;0;27;0.01792563;
07-04 18:17:24.214  4822  4854 I Unity   : [STATISTIC]2105;13448542;0;13447968;2072911872;16084992;4497929631;16511;77083;73906;0;165417;268438;1678126;0;0;27;0.01345489;
07-04 18:17:24.227  4822  4854 I Unity   : [STATISTIC]2106;15334479;0;15334167;2075295744;16084992;4514715039;18593;81145;63177;231406;365784;225937;1654791;61250;0;27;0.01533896;
07-04 18:17:24.241  4822  4854 I Unity   : [STATISTIC]2107;10048073;0;10047604;2075295744;16084992;4514715039;17552;74166;66458;0;153490;162969;1398177;0;0;27;0.01007062;
07-04 18:17:24.255  4822  4854 I Unity   : [STATISTIC]2108;16728073;0;16727656;2077384704;16084992;4514747423;0;0;0;401354;395938;0;0;124271;0;27;0.0167376;
07-04 18:17:24.269  4822  4854 I Unity   : [STATISTIC]2109;11851666;0;11851302;2077429760;16084992;4514634023;17031;97344;72188;0;187187;151198;1685782;0;0;27;0.01185969;
07-04 18:17:24.284  4822  4854 I Unity   : [STATISTIC]2110;13793281;0;13792708;2077523968;16084992;4514634023;15000;77761;68177;0;152551;169323;1468958;0;0;27;0.01380349;
07-04 18:17:24.298  4822  4854 I Unity   : [STATISTIC]2111;16260625;0;16260209;2079674368;16084992;4514642215;20209;78490;69948;480573;316302;179739;1570312;47032;0;27;0.01626896;
07-04 18:17:24.310  4822  4854 I Unity   : [STATISTIC]2112;12483750;0;12483333;2079674368;16084992;4514642215;16771;105625;69844;0;181876;175677;1488126;0;0;27;0.01249453;
07-04 18:17:24.325  4822  4854 I Unity   : [STATISTIC]2113;13686771;0;13686354;2081742848;16084992;4531419431;16979;76562;76667;181666;351718;222136;1670313;44063;0;27;0.01369542;
07-04 18:17:24.338  4822  4854 I Unity   : [STATISTIC]2114;14018646;0;14018177;2081980416;16084992;4531405447;15625;78542;71406;0;118125;200052;1569635;0;0;27;0.01402729;
07-04 18:17:24.352  4822  4854 I Unity   : [STATISTIC]2115;12580417;0;12579844;2084052992;16084992;4548182663;0;0;0;247343;285938;0;0;52917;0;27;0.01259057;
07-04 18:17:24.366  4822  4854 I Unity   : [STATISTIC]2116;13731146;0;13730625;2084065280;16084992;4548190855;28385;87604;92916;0;195676;204947;1699166;0;0;27;0.01373964;
07-04 18:17:24.380  4822  4854 I Unity   : [STATISTIC]2117;14652552;0;14652031;2084065280;16084992;4548190855;16927;79375;68802;0;202916;201979;1528021;0;0;27;0.01466464;
