
07-15 17:09:58.798  7945  7975 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;GameServer Unity.Entities.SimulationSystemGroup;UnityEngine.CoreModule.dll!::UpdateFunction.Invoke() [Invoke];PostLateUpdate.FinishFrameRendering;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-15 17:11:20.496  7945  7975 I Unity   : [STATISTIC]5462;19782135;19781719;4589408256;15982592;8268919775;0;0;0;0;560104;0;792292;0;0;0;9028751;0;0;82968;11650052;0;0;2062657;2073;27;0.02010641;
07-15 17:11:20.518  7945  7975 I Unity   : [STATISTIC]5463;20833333;20832917;4591890432;15982592;8268952543;0;0;0;416146;578073;0;376250;0;0;0;9334228;0;0;70833;13010834;0;0;2367344;2074;27;0.02084172;
07-15 17:11:20.539  7945  7975 I Unity   : [STATISTIC]5464;21483177;21482708;4589940736;15982592;8268960735;0;0;0;302239;762812;0;401302;0;0;0;8864788;0;0;82188;13083386;0;0;2162709;2075;27;0.02149458;
07-15 17:11:20.560  7945  7975 I Unity   : [STATISTIC]5465;20884271;20883854;4592431104;15982592;8268980503;0;0;0;270521;532553;0;423073;0;0;0;9418655;0;0;79167;13090313;0;0;2224636;2076;27;0.02089458;
07-15 17:11:20.579  7945  7975 I Unity   : [STATISTIC]5466;19640990;19640729;4592513024;15982592;8268980503;0;0;0;0;823541;0;758907;0;0;0;8507250;0;0;91459;10886927;0;0;2122656;2076;27;0.01971375;
07-15 17:11:20.602  7945  7975 I Unity   : [STATISTIC]5467;21942239;21941771;4588322816;15982592;8269056511;0;0;0;432239;549114;0;346979;0;0;0;9621977;0;0;76719;13978333;0;0;2345000;2078;27;0.02195162;
07-15 17:11:20.621  7945  7975 I Unity   : [STATISTIC]5468;19221875;19221511;4588421120;15982592;8269056511;0;0;0;0;533698;0;375885;0;0;0;8667556;0;0;81823;10867968;0;0;2314531;2078;27;0.01923266;
07-15 17:11:20.640  7945  7975 I Unity   : [STATISTIC]5469;19082448;19081979;4588666880;15982592;8285833727;0;0;0;0;490990;0;392604;0;0;0;9761404;0;0;85312;11849219;0;0;2212187;2078;27;0.01909156;
07-15 17:11:20.659  7945  7975 I Unity   : [STATISTIC]5470;19516250;19515833;4588924928;15982592;8285833727;0;0;0;0;569895;0;389947;0;0;0;9775359;0;0;70781;11933385;0;0;2721614;2078;27;0.01952641;
07-15 17:11:20.678  7945  7975 I Unity   : [STATISTIC]5471;18410990;18410572;4589178880;15982592;8285833727;0;0;0;0;665677;0;631146;0;0;0;9013464;0;0;70833;10815156;0;0;2167188;2078;27;0.01842156;
07-15 17:11:20.700  7945  7975 I Unity   : [STATISTIC]5472;22009427;22009115;4591939584;15982592;8285866495;0;0;0;273125;557864;0;404115;0;0;0;9371306;0;0;75625;13914166;0;0;2728229;2080;27;0.02201786;
07-15 17:11:20.719  7945  7975 I Unity   : [STATISTIC]5473;19100521;19100156;4589117440;15982592;8285866495;0;0;0;0;519167;0;381771;0;0;0;8719220;0;0;188437;10967604;0;0;2207864;2080;27;0.01911188;
07-15 17:11:20.738  7945  7975 I Unity   : [STATISTIC]5474;19047083;19046666;4589383680;15982592;8285866495;0;0;0;0;998541;0;375313;0;0;0;9477656;0;0;77865;11745052;0;0;2205260;2080;27;0.01905766;
07-15 17:11:20.757  7945  7975 I Unity   : [STATISTIC]5475;18941511;18941146;4589383680;15982592;8285866495;0;0;0;0;692240;0;646875;0;0;0;9132186;0;0;66198;11308334;0;0;2142240;2080;27;0.01895052;
07-15 17:11:20.776  7945  7975 I Unity   : [STATISTIC]5476;19272344;19271979;4589641728;15982592;8285866495;0;0;0;0;635208;0;347657;0;0;0;9689484;0;0;75000;12048645;0;0;2192292;2080;27;0.01928318;
07-15 17:11:20.796  7945  7975 I Unity   : [STATISTIC]5477;19303021;19302552;4589641728;15982592;8285866495;0;0;0;0;575156;0;595104;0;0;0;9355681;0;0;58750;11721927;0;0;2201615;2080;27;0.01931359;
07-15 17:11:20.817  7945  7975 I Unity   : [STATISTIC]5478;21212396;21211979;4589400064;15982592;8285874687;0;0;0;303385;651824;0;347813;0;0;0;9416675;0;0;77188;13010520;0;0;2180989;2081;27;0.02122286;
07-15 17:11:20.835  7945  7975 I Unity   : [STATISTIC]5479;18776198;18775625;4589400064;15982592;8285874687;0;0;0;0;572917;0;382292;0;0;0;9416610;0;0;77916;11544843;0;0;2172032;2081;27;0.01878474;
07-15 17:11:20.858  7945  7975 I Unity   : [STATISTIC]5480;22808490;22807968;4589400064;15982592;8285874687;0;0;0;0;685312;0;487187;0;0;0;0;0;13127239;70468;15294896;0;0;2075416;2081;27;0.02282094;
07-15 17:11:20.877  7945  7975 I Unity   : [STATISTIC]5481;18595677;18595052;4589400064;15982592;8285874687;0;0;0;0;545052;0;400156;0;0;0;9286130;0;0;77135;11399167;0;0;2229895;2081;27;0.01860339;
07-15 17:11:20.897  7945  7975 I Unity   : [STATISTIC]5482;20105729;20105469;4589924352;15982592;8285874687;0;0;0;0;513802;0;945729;0;0;0;9357025;0;0;73802;11696667;0;0;2566250;2081;27;0.02011687;
07-15 17:11:20.915  7945  7975 I Unity   : [STATISTIC]5483;18469167;18468750;4590186496;15982592;8285874687;0;0;0;0;720573;0;379948;0;0;0;9131245;0;0;70312;11464948;0;0;2139167;2081;27;0.01847719;
07-15 17:11:20.937  7945  7975 I Unity   : [STATISTIC]5484;21413178;21412760;4589953024;15982592;8302660095;0;0;0;226927;621823;0;417031;0;0;0;9594131;0;0;57239;13207240;0;0;2774740;2082;27;0.02142422;
07-15 17:11:20.956  7945  7975 I Unity   : [STATISTIC]5485;18734166;18733750;4589953024;15982592;8302660095;0;0;0;0;713959;0;381927;0;0;0;8995096;0;0;72240;11329010;0;0;2077760;2082;27;0.01874547;
07-15 17:11:20.977  7945  7975 I Unity   : [STATISTIC]5486;21525000;21524635;4592214016;15982592;8302660095;0;0;0;327813;582240;0;407864;0;0;0;9883064;0;0;72552;13427396;0;0;2816667;2083;27;0.02153411;
07-15 17:11:20.999  7945  7975 I Unity   : [STATISTIC]5487;21527135;21526771;4590026752;15982592;8302668287;0;0;0;255260;569478;0;642031;0;0;0;9125810;0;0;73906;12975573;0;0;2309844;2084;27;0.02153578;
07-15 17:11:21.024  7945  7975 I Unity   : [STATISTIC]5488;25086041;25085573;4591779840;15982592;8302676479;0;0;0;368021;673592;0;402084;0;0;0;0;0;12835729;58073;17003282;0;0;2249427;2085;27;0.02509906;
07-15 17:11:21.043  7945  7975 I Unity   : [STATISTIC]5489;19733958;19733438;4592209920;15982592;8302632631;0;0;0;0;547396;0;453698;0;0;0;10326074;0;0;77760;12499635;0;0;2241406;2085;27;0.01974182;
07-15 17:11:21.066  7945  7975 I Unity   : [STATISTIC]5490;22329843;22329479;4591136768;15982592;8302657207;0;0;0;257708;536406;0;977603;0;0;0;9517130;0;0;75885;13297969;0;0;2633489;2086;27;0.02234104;
07-15 17:11:21.088  7945  7975 I Unity   : [STATISTIC]5491;22187969;22187500;4585734144;15982592;8319434423;0;0;0;248593;723541;0;385365;0;0;0;10109689;0;0;115573;14024792;0;0;2830469;2087;27;0.0221975;
07-15 17:11:21.109  7945  7975 I Unity   : [STATISTIC]5492;20760208;20759791;4588425216;15982592;8319466079;0;0;0;316407;580937;0;515781;0;0;0;9589785;0;0;77969;12734844;0;0;2333593;2088;27;0.02077078;
07-15 17:11:21.130  7945  7975 I Unity   : [STATISTIC]5493;21169948;21169375;4588687360;15982592;8319466079;0;0;0;0;535677;0;806979;0;0;0;11467630;0;0;76198;13161667;0;0;2559636;2088;27;0.02117911;
07-15 17:11:21.152  7945  7975 I Unity   : [STATISTIC]5494;22436823;22436354;4592451584;15982592;8319549563;0;0;0;473281;767396;0;408698;0;0;0;9123498;0;0;74687;13978594;0;0;2453750;2090;27;0.02244651;
07-15 17:11:21.174  7945  7975 I Unity   : [STATISTIC]5495;21110156;21109792;4592979968;15982592;8319549563;0;0;0;0;527396;0;410781;0;0;0;11220178;0;0;62031;13388959;0;0;2290990;2090;27;0.02112099;
07-15 17:11:21.193  7945  7975 I Unity   : [STATISTIC]5496;19155938;19155468;4589273088;15982592;8319549563;0;0;0;0;654687;0;385625;0;0;0;9652509;0;0;72656;11909219;0;0;2146510;2090;27;0.01916495;
07-15 17:11:21.215  7945  7975 I Unity   : [STATISTIC]5497;22169844;22169427;4592844800;15982592;8336334971;0;0;0;360000;554010;0;586875;0;0;0;10466460;0;0;57812;13705729;0;0;2784167;2091;27;0.02217906;
07-15 17:11:21.237  7945  7975 I Unity   : [STATISTIC]5498;21807136;21806718;4590886912;15982592;8336359611;0;0;0;273021;726251;0;382604;0;0;0;10576042;0;0;78489;14134687;0;0;2229480;2092;27;0.02181708;
07-15 17:11:21.258  7945  7975 I Unity   : [STATISTIC]5499;21715157;21714583;4592484352;15982592;8336372439;0;0;0;383229;565468;0;359740;0;0;0;9321879;0;0;75313;13152187;0;0;2739791;2093;27;0.02172432;
07-15 17:11:21.278  7945  7975 I Unity   : [STATISTIC]5500;19056458;19056094;4592484352;15982592;8336372439;0;0;0;0;519063;0;715364;0;0;0;9515134;0;0;80052;11616770;0;0;2143021;2093;27;0.01906688;
07-15 17:11:21.297  7945  7975 I Unity   : [STATISTIC]5501;19632188;19631875;4592807936;15982592;8336372439;0;0;0;0;663386;0;364427;0;0;0;9878010;0;0;65989;12112239;0;0;2427448;2093;27;0.01964229;
07-15 17:11:21.316  7945  7975 I Unity   : [STATISTIC]5502;19177656;19177240;4592807936;15982592;8336372439;0;0;0;0;623958;0;376615;0;0;0;9274821;0;0;144375;11443646;0;0;2033958;2093;27;0.0191863;
07-15 17:11:21.336  7945  7975 I Unity   : [STATISTIC]5503;19359532;19359114;4588949504;15982592;8336372439;0;0;0;0;497292;0;377135;0;0;0;9671869;0;0;69063;11666927;0;0;2709479;2093;27;0.01936995;
07-15 17:11:21.361  7945  7975 I Unity   : [STATISTIC]5504;24991459;24990989;4591104000;15982592;8336374427;0;0;0;308229;802916;0;387240;0;0;0;0;0;13241406;82136;16962083;0;0;2383750;2094;27;0.02500135;
07-15 17:11:21.385  7945  7975 I Unity   : [STATISTIC]5505;23910261;23909687;4591104000;15982592;8336374427;0;0;0;0;862396;0;782970;0;0;0;0;0;13295938;74011;15779219;0;0;2285833;2094;27;0.02392255;
07-15 17:11:21.406  7945  7975 I Unity   : [STATISTIC]5506;21160938;21160469;4593664000;15982592;8336382619;0;0;0;340834;533542;0;378750;0;0;0;9728710;0;0;75625;13315990;0;0;2510260;2095;27;0.0211699;
07-15 17:11:21.428  7945  7975 I Unity   : [STATISTIC]5507;22542136;22541615;4586905600;15982592;8336415387;0;0;0;314479;575417;0;433907;0;0;0;10253446;0;0;85468;14082135;0;0;2480417;2096;27;0.0225525;
07-15 17:11:21.450  7945  7975 I Unity   : [STATISTIC]5508;21714635;21714271;4589707264;15982592;8336423579;0;0;0;299479;1065365;0;594011;0;0;0;10031971;0;0;79167;13591563;0;0;2444687;2097;27;0.0217262;
07-15 17:11:21.469  7945  7975 I Unity   : [STATISTIC]5509;18445364;18445000;4589707264;15982592;8336401431;0;0;0;0;541823;0;387500;0;0;0;8544837;0;0;122344;10903073;0;0;2148073;2097;27;0.01845411;
07-15 17:11:21.488  7945  7975 I Unity   : [STATISTIC]5510;19439844;19439531;4589957120;15982592;8353178647;0;0;0;0;527605;0;374740;0;0;0;9974065;0;0;68177;12072291;0;0;2242344;2097;27;0.01944854;
07-15 17:11:21.508  7945  7975 I Unity   : [STATISTIC]5511;19640104;19639584;4590485504;15982592;8353178647;0;0;0;0;578542;0;459480;0;0;0;9655669;0;0;64375;11769270;0;0;2384323;2097;27;0.01964943;
07-15 17:11:21.528  7945  7975 I Unity   : [STATISTIC]5512;20621093;20620625;4590813184;15982592;8353178647;0;0;0;225677;539792;0;450938;0;0;0;9804995;0;0;72500;13101354;0;0;2294271;2098;27;0.02063115;
07-15 17:11:21.553  7945  7975 I Unity   : [STATISTIC]5513;24793072;24792656;4593328128;15982592;8353186839;0;0;0;355468;651511;0;614895;0;0;0;0;0;13233802;69062;16811093;0;0;2182187;2099;27;0.02480463;
07-15 17:11:21.575  7945  7975 I Unity   : [STATISTIC]5514;22183593;22183125;4591251456;15982592;8353195031;0;0;0;343073;600678;0;378593;0;0;0;10378388;0;0;75208;13682917;0;0;2971302;2100;27;0.02219234;
07-15 17:11:21.596  7945  7975 I Unity   : [STATISTIC]5515;20862292;20861928;4592836608;15982592;8353211415;0;0;0;301406;569947;0;605261;0;0;0;9101571;0;0;86146;12632031;0;0;2364895;2101;27;0.02087104;
07-15 17:11:21.616  7945  7975 I Unity   : [STATISTIC]5516;19346927;19346614;4592861184;15982592;8353211415;0;0;0;0;570365;0;393073;0;0;0;9786763;0;0;58021;11958854;0;0;2134115;2101;27;0.01935932;
07-15 17:11:21.634  7945  7975 I Unity   : [STATISTIC]5517;18409948;18409479;4592861184;15982592;8353211415;0;0;0;0;560624;0;435937;0;0;0;8702346;0;0;74427;10417083;0;0;2310416;2101;27;0.01841844;
07-15 17:11:21.653  7945  7975 I Unity   : [STATISTIC]5518;19181823;19181406;4592861184;15982592;8353211415;0;0;0;0;522866;0;386510;0;0;0;10168065;0;0;75834;12167709;0;0;2154479;2101;27;0.01919135;
07-15 17:11:21.673  7945  7975 I Unity   : [STATISTIC]5519;19623177;19622708;4591808512;15982592;8353175979;0;0;0;0;524790;0;385937;0;0;0;9935760;0;0;67344;12033854;0;0;2613646;2101;27;0.01961974;
07-15 17:11:21.691  7945  7975 I Unity   : [STATISTIC]5520;18723438;18723021;4592267264;15982592;8353175979;0;0;0;0;689636;0;377135;0;0;0;9368714;0;0;71666;11581979;0;0;2099844;2101;27;0.0187463;
07-15 17:11:21.712  7945  7975 I Unity   : [STATISTIC]5521;20350573;20350261;4591288320;15982592;8353233983;0;0;0;330000;571302;0;406146;0;0;0;9561634;0;0;70729;12684739;0;0;2272396;2102;27;0.02036036;
07-15 17:11:21.733  7945  7975 I Unity   : [STATISTIC]5522;21289167;21288593;4593057792;15982592;8370050231;0;0;0;414948;656666;0;613803;0;0;0;8859524;0;0;331771;12783125;0;0;2147187;2103;27;0.02129891;
07-15 17:11:21.752  7945  7975 I Unity   : [STATISTIC]5523;19099167;19098750;4593631232;15982592;8370050231;0;0;0;0;520051;0;383802;0;0;0;9836717;0;0;73907;11911719;0;0;2223177;2103;27;0.01910865;
07-15 17:11:21.772  7945  7975 I Unity   : [STATISTIC]5524;19445833;19445468;4593889280;15982592;8370020395;0;0;0;0;545469;0;379688;0;0;0;9847511;0;0;71875;11922656;0;0;2298177;2103;27;0.01945511;
07-15 17:11:21.790  7945  7975 I Unity   : [STATISTIC]5525;18481875;18481458;4594159616;15982592;8370020395;0;0;0;0;953073;0;400834;0;0;0;9321206;0;0;69375;11523854;0;0;2132552;2103;27;0.01849021;
07-15 17:11:21.814  7945  7975 I Unity   : [STATISTIC]5526;23680990;23680625;4587810816;15982592;8370036779;0;0;0;238489;530364;0;377344;0;0;0;12540204;0;0;58490;15639114;0;0;2391250;2104;27;0.02369104;
07-15 17:11:21.834  7945  7975 I Unity   : [STATISTIC]5527;20628958;20628489;4588888064;15982592;8370036779;0;0;0;229427;640938;0;621510;0;0;0;9713871;0;0;72709;12929011;0;0;2189948;2105;27;0.02063839;
07-15 17:11:21.854  7945  7975 I Unity   : [STATISTIC]5528;19362656;19362239;4589158400;15982592;8370036779;0;0;0;0;553437;0;380312;0;0;0;9595040;0;0;72708;11913438;0;0;2510208;2105;27;0.01937255;
07-15 17:11:21.872  7945  7975 I Unity   : [STATISTIC]5529;18556771;18556302;4589158400;15982592;8370036779;0;0;0;0;536458;0;379583;0;0;0;9181327;0;0;70573;11370312;0;0;2120781;2105;27;0.0185674;
07-15 17:11:21.893  7945  7975 I Unity   : [STATISTIC]5530;20715365;20714948;4590919680;15982592;8370053163;0;0;0;248594;539166;0;367448;0;0;0;9768271;0;0;71302;12915625;0;0;2237136;2106;27;0.02072458;
07-15 17:11:21.912  7945  7975 I Unity   : [STATISTIC]5531;18989479;18988802;4590948352;15982592;8370053163;0;0;0;0;708491;0;672188;0;0;0;8898097;0;0;76042;11219010;0;0;2300990;2106;27;0.01899859;
07-15 17:11:21.931  7945  7975 I Unity   : [STATISTIC]5532;18965521;18965105;4590948352;15982592;8370053163;0;0;0;0;565261;0;365782;0;0;0;9708069;0;0;76198;11825104;0;0;2251042;2106;27;0.01897583;
07-15 17:11:21.950  7945  7975 I Unity   : [STATISTIC]5533;18657969;18657239;4590948352;15982592;8370053163;0;0;0;0;519375;0;390261;0;0;0;9228298;0;0;68594;11251563;0;0;2353021;2106;27;0.01864943;
07-15 17:11:21.969  7945  7975 I Unity   : [STATISTIC]5534;19438489;19437969;4591468544;15982592;8370053163;0;0;0;0;730103;0;380104;0;0;0;9628643;0;0;77031;11964271;0;0;2077135;2106;27;0.01947938;
07-15 17:11:21.988  7945  7975 I Unity   : [STATISTIC]5535;19128334;19127916;4591730688;15982592;8370053163;0;0;0;0;522083;0;388229;0;0;0;9942284;0;0;71563;11992657;0;0;2299427;2106;27;0.01913667;
07-15 17:11:22.008  7945  7975 I Unity   : [STATISTIC]5536;19197500;19196979;4591730688;15982592;8370053163;0;0;0;0;572656;0;401562;0;0;0;8964288;0;0;69167;11072292;0;0;2357813;2106;27;0.01920599;
07-15 17:11:22.028  7945  7975 I Unity   : [STATISTIC]5537;20431615;20431198;4590501888;15982592;8370084651;0;0;0;354323;512031;0;418594;0;0;0;9981525;0;0;72813;12942031;0;0;2252083;2107;27;0.02044354;
07-15 17:11:22.050  7945  7975 I Unity   : [STATISTIC]5538;21914687;21914219;4593082368;15982592;8386885471;0;0;0;358594;525938;0;628698;0;0;0;9760143;0;0;86146;13261459;0;0;2486354;2108;27;0.02192537;
07-15 17:11:22.070  7945  7975 I Unity   : [STATISTIC]5539;19819531;19819114;4593594368;15982592;8386855635;0;0;0;0;645833;0;386666;0;0;0;10404891;0;0;69115;12681459;0;0;2143593;2108;27;0.01982833;
07-15 17:11:22.094  7945  7975 I Unity   : [STATISTIC]5540;23729583;23729115;4586655744;15982592;8386903587;0;0;0;294948;562552;0;408542;0;0;0;12299113;0;0;67813;15497865;0;0;2623281;2109;27;0.02373906;
07-15 17:11:22.116  7945  7975 I Unity   : [STATISTIC]5541;22083542;22083021;4588322816;15982592;8386942651;0;0;0;309271;616874;0;681199;0;0;0;10077926;0;0;101146;13752656;0;0;2557395;2110;27;0.02209437;
07-15 17:11:22.134  7945  7975 I Unity   : [STATISTIC]5542;18670469;18669896;4588322816;15982592;8386942651;0;0;0;0;672292;0;355730;0;0;0;8934923;0;0;76718;11081250;0;0;2360573;2110;27;0.01867906;
07-15 17:11:22.154  7945  7975 I Unity   : [STATISTIC]5543;19759739;19759375;4588322816;15982592;8386942651;0;0;0;0;578281;0;373073;0;0;0;10226952;0;0;82916;12252135;0;0;2410104;2110;27;0.01976937;
07-15 17:11:22.175  7945  7975 I Unity   : [STATISTIC]5544;20796719;20796302;4588322816;15982592;8386910379;0;0;0;0;559271;0;408646;0;0;0;10344940;0;0;77969;12431771;0;0;2819635;2110;27;0.02080734;
07-15 17:11:22.194  7945  7975 I Unity   : [STATISTIC]5545;19097813;19097395;4588711936;15982592;8386910379;0;0;0;0;554635;0;386093;0;0;0;9573184;0;0;72656;11798854;0;0;2412656;2110;27;0.01910667;
07-15 17:11:22.214  7945  7975 I Unity   : [STATISTIC]5546;19952604;19952031;4588711936;15982592;8386910379;0;0;0;0;567864;0;613229;0;0;0;9948739;0;0;69844;11981458;0;0;2439375;2110;27;0.01996214;
07-15 17:11:22.234  7945  7975 I Unity   : [STATISTIC]5547;20389115;20388594;4588969984;15982592;8386910379;0;0;0;0;1181303;0;388125;0;0;0;9469061;0;74427;87135;11986250;0;0;3036355;2110;27;0.02039875;
07-15 17:11:22.255  7945  7975 I Unity   : [STATISTIC]5548;20686719;20686406;4588969984;15982592;8386910379;0;0;0;0;613698;0;448802;0;0;0;10130125;0;0;62083;12333646;0;0;3284011;2110;27;0.02069714;
07-15 17:11:22.276  7945  7975 I Unity   : [STATISTIC]5549;20881354;20880937;4591616000;15982592;8386934955;0;0;0;254010;552500;0;402916;0;0;0;9420472;0;0;83959;13048281;0;0;2070573;2111;27;0.02089266;
07-15 17:11:22.295  7945  7975 I Unity   : [STATISTIC]5550;19026042;19025729;4591616000;15982592;8386934955;0;0;0;0;411719;0;648281;0;0;0;9573598;0;0;62760;11465365;0;0;2445416;2111;27;0.01903214;
07-15 17:11:22.319  7945  7975 I Unity   : [STATISTIC]5551;23954583;23953906;4590686208;15982592;8386951339;0;0;0;251250;696978;0;470365;0;0;0;11803650;0;0;85781;15626667;0;0;2425885;2112;27;0.02399687;
07-15 17:11:22.338  7945  7975 I Unity   : [STATISTIC]5552;18990521;18990105;4590686208;15982592;8386951339;0;0;0;0;615677;0;413490;0;0;0;9746504;0;0;67812;11565729;0;0;2390261;2112;27;0.01900078;
07-15 17:11:22.357  7945  7975 I Unity   : [STATISTIC]5553;18602657;18602239;4590686208;15982592;8386951339;0;0;0;0;553646;0;372395;0;0;0;8949628;0;0;89427;10903020;0;0;2479114;2112;27;0.01861135;
07-15 17:11:22.376  7945  7975 I Unity   : [STATISTIC]5554;19413177;19412708;4590686208;15982592;8386951339;0;0;0;0;532240;0;392240;0;0;0;10172039;0;0;79323;12261042;0;0;2216927;2112;27;0.01942474;
07-15 17:11:22.395  7945  7975 I Unity   : [STATISTIC]5555;19172761;19172188;4590686208;15982592;8386951339;0;0;0;0;564739;0;618229;0;0;0;9279002;0;0;74948;11199010;0;0;2650157;2112;27;0.01918068;
07-15 17:11:22.415  7945  7975 I Unity   : [STATISTIC]5556;19695104;19694791;4590686208;15982592;8386951339;0;0;0;0;775103;0;453594;0;0;0;10193809;0;0;76614;12510782;0;0;2101719;2112;27;0.01970932;
07-15 17:11:22.434  7945  7975 I Unity   : [STATISTIC]5557;18521042;18520520;4590686208;15982592;8386951339;0;0;0;0;547084;0;381615;0;0;0;9461768;0;0;62656;11560782;0;0;2070729;2112;27;0.01853021;
07-15 17:11:22.457  7945  7975 I Unity   : [STATISTIC]5558;23146094;23145625;4590686208;15982592;8386951339;0;0;0;0;589167;0;513906;0;0;0;0;0;13344896;75208;15475573;0;0;2190000;2112;27;0.02315729;
07-15 17:11:22.476  7945  7975 I Unity   : [STATISTIC]5559;18944844;18944531;4591194112;15982592;8403728555;0;0;0;0;526718;0;384583;0;0;0;9576614;0;0;63750;11781354;0;0;2166250;2112;27;0.01895443;
07-15 17:11:22.495  7945  7975 I Unity   : [STATISTIC]5560;19229636;19229271;4591722496;15982592;8403728555;0;0;0;0;705260;0;622969;0;0;0;9132524;0;0;69791;11464739;0;0;2166719;2112;27;0.01923901;
07-15 17:11:22.518  7945  7975 I Unity   : [STATISTIC]5561;22809583;22809115;4591407104;15982592;8403761323;0;0;0;392448;547864;0;360521;0;0;0;10844949;0;0;75469;15222552;0;0;2290782;2114;27;0.02281901;
07-15 17:11:22.539  7945  7975 I Unity   : [STATISTIC]5562;21171354;21170938;4593262592;15982592;8403777707;0;0;0;301614;567345;0;398021;0;0;0;8902101;0;0;82448;12823177;0;0;2197291;2115;27;0.02118125;
07-15 17:11:22.558  7945  7975 I Unity   : [STATISTIC]5563;18842448;18842031;4593262592;15982592;8403777707;0;0;0;0;506146;0;396770;0;0;0;9456818;0;0;77709;11546406;0;0;2259739;2115;27;0.01885339;
07-15 17:11:22.578  7945  7975 I Unity   : [STATISTIC]5564;19944115;19943698;4593291264;15982592;8403760235;0;0;0;0;523282;0;413281;0;0;0;9710278;0;0;75157;11851718;0;0;2276771;2115;27;0.01995193;
07-15 17:11:22.597  7945  7975 I Unity   : [STATISTIC]5565;18938958;18938438;4593291264;15982592;8403760235;0;0;0;0;533073;0;571510;0;0;0;9729403;0;0;73125;11720521;0;0;2161198;2115;27;0.01894891;
07-15 17:11:22.616  7945  7975 I Unity   : [STATISTIC]5566;19546094;19545625;4589367296;15982592;8403760235;0;0;0;0;522604;0;356771;0;0;0;9805919;0;0;60990;11841042;0;0;2616875;2115;27;0.01955589;
07-15 17:11:22.636  7945  7975 I Unity   : [STATISTIC]5567;19792396;19791979;4589891584;15982592;8403760235;0;0;0;0;1085415;0;382292;0;0;0;8905770;0;0;78282;12090469;0;0;2258333;2115;27;0.01980417;
07-15 17:11:22.655  7945  7975 I Unity   : [STATISTIC]5568;19258697;19258229;4590149632;15982592;8403760235;0;0;0;0;551042;0;374271;0;0;0;10431462;0;0;72916;12131875;0;0;2227761;2115;27;0.0192676;
07-15 17:11:22.674  7945  7975 I Unity   : [STATISTIC]5569;19318802;19318386;4590149632;15982592;8403760235;0;0;0;0;607760;0;406511;0;0;0;9179373;0;0;71979;10899166;0;0;2688698;2115;27;0.01932755;
07-15 17:11:22.694  7945  7975 I Unity   : [STATISTIC]5570;19911354;19911094;4592304128;15982592;8403791751;0;0;0;278437;545260;0;363594;0;0;0;9804782;0;0;68594;12587865;0;0;2201041;2116;27;0.01992062;
07-15 17:11:22.716  7945  7975 I Unity   : [STATISTIC]5571;21924375;21923958;4591222784;15982592;8403848999;0;0;0;300416;649427;0;649114;0;0;0;10001966;0;0;65417;13488177;0;0;2502396;2117;27;0.02193406;
07-15 17:11:22.735  7945  7975 I Unity   : [STATISTIC]5572;19078386;19078073;4591222784;15982592;8403848999;0;0;0;0;536979;0;387291;0;0;0;9954587;0;0;73646;12019896;0;0;2191146;2117;27;0.01908766;
07-15 17:11:22.755  7945  7975 I Unity   : [STATISTIC]5573;19058854;19058385;4591222784;15982592;8403848999;0;0;0;0;546822;0;377604;0;0;0;9598592;0;0;56042;11591146;0;0;2327083;2117;27;0.01906797;
07-15 17:11:22.774  7945  7975 I Unity   : [STATISTIC]5574;19398854;19398438;4591546368;15982592;8420626215;0;0;0;0;506876;0;365104;0;0;0;9501115;0;0;76198;11774323;0;0;2159896;2117;27;0.01940901;
07-15 17:11:22.793  7945  7975 I Unity   : [STATISTIC]5575;19197969;19197604;4592074752;15982592;8420626215;0;0;0;0;521250;0;377552;0;0;0;9925700;0;0;68750;12048698;0;0;2203750;2117;27;0.01920724;
07-15 17:11:22.814  7945  7975 I Unity   : [STATISTIC]5576;21268437;21268177;4592123904;15982592;8420634407;0;0;0;257812;550156;0;627552;0;0;0;9432752;0;0;70937;12891823;0;0;2334948;2118;27;0.0212788;
07-15 17:11:22.835  7945  7975 I Unity   : [STATISTIC]5577;20810885;20810521;4594704384;15982592;8420658983;0;0;0;243073;531249;0;378697;0;0;0;9761422;0;0;74323;13270209;0;0;2319532;2119;27;0.02081984;
07-15 17:11:22.856  7945  7975 I Unity   : [STATISTIC]5578;20349166;20348750;4586213376;15982592;8420658983;0;0;0;0;562031;0;800156;0;0;0;9927245;0;0;75000;12120052;0;0;2319271;2119;27;0.02035839;
07-15 17:11:22.875  7945  7975 I Unity   : [STATISTIC]5579;19123594;19122969;4586471424;15982592;8420658983;0;0;0;0;576041;0;415781;0;0;0;9888707;0;0;72187;11992552;0;0;2157240;2119;27;0.01913323;
